mean,std,max,min,kurtosis,zerocross,label
0.07894736842105264,0.006402907926629702,0.09,0.07,-0.5942293644996353,0.0,0
0.07894736842105265,0.006402907926629702,0.09,0.07,-0.5942293644996361,0.0,0
0.07894736842105265,0.008519165292757178,0.09,0.06,-0.6463201445137203,0.0,0
0.0768421052631579,0.008616160812497314,0.09,0.06,-0.9135108041880144,0.0,0
0.07684210526315792,0.01172160918490531,0.1,0.06,-0.5178524973985463,0.0,0
0.07894736842105265,0.01293495339731001,0.1,0.06,-0.8425178720231568,0.0,0
0.08578947368421054,0.012697197980857704,0.11,0.06,-0.7244659368689543,0.0,0
0.0873684210526316,0.008486587103472158,0.1,0.07,-0.8306508875739644,0.0,0
0.08421052631578949,0.009902572485382512,0.11,0.07,0.3779086469405373,0.0,0
0.07631578947368423,0.009846466807299843,0.09,0.06,-1.1493387755102042,0.0,0
0.07157894736842108,0.007443229275647867,0.09,0.06,0.24529999999999408,0.0,0
0.06842105263157898,0.00744322927564787,0.09,0.06,1.5448999999999842,0.0,0
0.07000000000000002,0.008583950752789522,0.09,0.06,-0.47959183673470074,0.0,0
0.07421052631578949,0.009902572485382516,0.09,0.06,-1.0394043857129178,0.0,0
0.07684210526315792,0.010786263964167998,0.1,0.06,-0.5481632653061221,0.0,0
0.07789473684210528,0.01004146527807311,0.1,0.06,-0.2674193937930185,0.0,0
0.08105263157894739,0.010205641805087007,0.1,0.06,-0.38235626980534,0.0,0
0.08526315789473687,0.008187552203212654,0.1,0.07,-0.5138651731439108,0.0,0
0.08421052631578949,0.008153649149910349,0.1,0.07,-0.6602083333333302,0.0,0
0.08157894736842108,0.007443229275647866,0.09,0.07,-1.1625999999999983,0.0,0
0.08210526315789475,0.006942582083301533,0.09,0.07,-0.9205311137534689,0.0,0
0.08157894736842107,0.0074432292756478665,0.09,0.07,-1.162599999999999,0.0,0
0.07947368421052632,0.006046908048987397,0.09,0.07,-0.28168044077135024,0.0,0
0.0805263157894737,0.006046908048987396,0.09,0.07,-0.28168044077134935,0.0,0
0.08315789473684213,0.005668594533825792,0.09,0.07,-0.6343638525564792,0.0,0
0.08263157894736843,0.005469634129164874,0.09,0.07,-0.42901234567901314,0.0,0
0.08157894736842107,0.005860804592452652,0.09,0.07,-0.27133194588969856,0.0,0
0.07842105263157897,0.007443229275647866,0.09,0.07,-1.1626000000000039,0.0,0
0.07526315789473688,0.0059545834205182915,0.09,0.07,-0.535644531250004,0.0,0
0.07526315789473688,0.004993069989739544,0.08,0.07,-1.9888888888888874,0.0,0
0.07894736842105265,0.007877173445839873,0.09,0.07,-1.3666294642857162,0.0,0
