0.08,0.98,-0.28,-0.55,1.24,2.92,0.040407419204712
0.08,0.97,-0.29,1.41,3,6.11,0.13748931884766
0.07,0.98,-0.29,2.68,2.09,5.92,0.20244693756104
0.07,0.97,-0.28,2.56,1.01,5.73,0.2653489112854
0.07,0.97,-0.28,0.74,-3.87,6.11,0.31637620925903
0.08,0.98,-0.29,0.36,-5.34,6.52,0.39131665229797
0.09,0.96,-0.28,0.67,-4.96,7.5,0.46232128143311
0.08,0.97,-0.28,0.79,-4.68,7.3,0.51706147193909
0.08,0.98,-0.28,0.83,-3.48,7.48,0.58518886566162
0.07,0.98,-0.28,1.69,-4.55,7.74,0.64352250099182
0.08,0.98,-0.28,1.81,-4.46,7.47,0.68498301506042
0.08,0.98,-0.27,-0.69,-2.03,5.63,0.72297334671021
0.08,0.97,-0.28,2.61,-5.66,8.79,0.76086091995239
0.09,0.99,-0.27,0,-4,6.49,0.79206848144531
0.09,0.98,-0.28,-2.17,-1.87,7.86,0.83928108215332
0.08,0.96,-0.29,2.83,-3.55,9.02,0.8921947479248
0.08,0.96,-0.29,3.52,-3.77,8.69,0.94034361839294
0.08,0.98,-0.29,0.65,-2.07,6.32,0.98519539833069
0.08,0.97,-0.29,0.65,-2.97,7.48,1.0365920066833
0.07,0.98,-0.28,0.29,-5.2,9.88,1.0703999996185
0.07,0.98,-0.28,0.64,-7.57,10.66,1.1199655532837
0.08,0.97,-0.29,1.38,-11.65,12.02,1.1708400249481
0.08,0.97,-0.28,2.07,-8.97,8.87,1.216527223587
0.08,0.97,-0.27,1.69,1.39,6.49,1.2646858692169
0.08,0.97,-0.28,1.93,-2.47,3.89,1.3154935836792
0.07,0.98,-0.28,2.18,-1.98,4.6,1.348592042923
0.08,0.98,-0.28,1.51,-3.28,4.37,1.388237953186
0.09,0.98,-0.27,1.02,-2.42,3.33,1.4382529258728
0.07,0.98,-0.27,-1.3,3.19,3.04,1.4725723266602
0.07,0.97,-0.3,-0.72,-0.24,2.89,1.5133364200592
0.09,0.95,-0.3,0.12,-0.79,3.21,1.5656566619873
0.08,0.96,-0.29,3.16,-4.65,8.96,1.6059439182281
0.08,0.98,-0.28,1.9,-8.1,8.72,1.6500337123871
0.09,0.98,-0.28,2.45,-3.83,6.9,1.6929636001587
0.07,0.97,-0.27,0.35,-0.03,6.47,1.7353141307831
0.07,0.97,-0.28,0.68,-0.18,6.55,1.7746856212616
0.09,0.97,-0.29,-0.1,-2.55,7.47,1.8143332004547
0.09,0.98,-0.29,-0.48,-2.53,8.14,1.8574953079224
0.06,0.98,-0.29,-0.57,-2.33,5.19,1.9029583930969
0.08,0.98,-0.29,-0.83,-4.03,6,1.9357509613037
0.08,0.97,-0.29,3.58,-6.29,5.3,1.9848175048828
0.08,0.98,-0.28,2.97,-7.63,5.8,2.0314981937408
0.07,0.98,-0.29,0.13,-2.23,6.21,2.0821342468262
0.07,0.99,-0.29,-0.81,-3.94,6.32,2.1197581291199
0.08,0.97,-0.28,0.27,2.48,7.82,2.1762406826019
0.07,0.99,-0.28,-0.07,2.51,6.96,2.2154448032379
0.07,0.97,-0.28,-1.81,-2.18,4.24,2.2552182674408
0.09,0.97,-0.3,-1.85,-0.84,3.19,2.2928729057312
0.07,0.98,-0.28,-1.1,-5.65,8.26,2.330235004425
0.07,0.97,-0.28,-0.69,-5.78,7.54,2.3810284137726
0.08,0.95,-0.28,-0.08,-6.09,9.85,2.4310131072998
0.09,0.97,-0.29,1.05,-6.27,10.7,2.4879355430603
0.06,1.01,-0.28,3.8,-2.23,8.67,2.5284564495087
0.08,0.99,-0.27,-2.19,5.21,0.52,2.5582540035248
0.08,0.96,-0.31,-1.59,2,5.51,2.5989570617676
0.08,0.95,-0.31,-0.1,-1.2,7.24,2.6343004703522
0.06,0.98,-0.28,-1.93,-10.5,6.38,2.668616771698
0.1,0.97,-0.29,-2.19,-8.52,7.27,2.7195534706116
0.06,0.97,-0.28,1.25,-1.66,10.52,2.759495973587
0.1,0.98,-0.26,2.3,-0.12,5.74,2.7969107627869
0.08,0.97,-0.27,-3.58,0.96,6.11,2.8438694477081
0.08,0.98,-0.3,-2.28,-4.61,13.77,2.900648355484
0.06,0.96,-0.3,2.41,-11.04,14.93,2.9534642696381
0.08,0.99,-0.27,2.73,-14.84,13.5,3.0066449642181
0.08,0.98,-0.28,3.09,-8.06,12.41,3.0425641536713
0.07,0.98,-0.26,3.7,-11.08,13.65,3.0919935703278
0.1,0.97,-0.27,-2.84,-2.04,6.84,3.1452751159668
0.09,0.97,-0.28,-2.39,0.25,7.86,3.1961498260498
0.08,0.97,-0.27,-1.47,-6.91,9.76,3.234050989151
0.07,0.98,-0.28,-3.21,-10.68,12.24,3.2769043445587
0.11,0.98,-0.29,-4.69,-12.01,10.41,3.3143634796143
0.1,0.98,-0.29,-3.44,-7.31,11.63,3.3787741661072
0.08,0.98,-0.26,0.27,-3.55,10,3.4269094467163
0.1,0.97,-0.28,-1.7,-3.31,4.69,3.4578342437744
0.08,0.98,-0.27,1.14,5.64,8.26,3.5009546279907
0.08,0.98,-0.27,1.89,5.65,7.42,3.5372865200043
0.09,0.99,-0.27,1.41,1.38,4.03,3.5720851421356
0.1,0.98,-0.28,1.74,2.57,4.09,3.6096489429474
0.1,0.98,-0.28,1.67,7.88,3.71,3.6741504669189
0.08,0.97,-0.28,1.83,3.12,4.12,3.7350242137909
0.09,0.97,-0.28,2.54,1.25,4.99,3.7696425914764
0.09,0.98,-0.26,2.59,7.54,1.71,3.8140814304352
0.09,0.98,-0.27,2.12,6.6,1.22,3.8339827060699
0.09,0.98,-0.27,2.01,7.15,2.21,3.8685264587402
0.09,0.99,-0.3,4.1,13.29,0.34,3.9263594150543
0.07,0.97,-0.29,3.78,8.86,1.73,3.96741771698
0.08,0.97,-0.28,3.96,7.67,1.66,4.0283825397491
0.08,0.98,-0.28,5.61,6.58,5.01,4.065526008606
0.09,0.97,-0.29,4.53,6.38,5.01,4.1148955821991
0.08,0.97,-0.28,3.96,5.39,5.6,4.1804995536804
0.11,0.98,-0.3,4.79,16.42,2.64,4.2163844108582
0.09,0.97,-0.28,3.38,22.89,5.54,4.249965429306
0.07,0.97,-0.31,-1.41,6.45,-1.14,4.2845993041992
0.08,0.96,-0.3,6.01,-4.24,8.64,4.3214943408966
0.09,0.96,-0.3,7.8,-6.29,10.57,4.3870830535889
0.09,0.98,-0.26,7.32,-6.82,11.83,4.4222798347473
0.07,0.97,-0.3,0.21,0.6,4.4,4.4753367900848
0.07,0.98,-0.28,3.22,1.91,5.6,4.490296125412
0.08,0.97,-0.28,2.64,0.22,5.82,4.520768404007
0.09,0.97,-0.3,0.68,-1.92,5.24,4.580890417099
0.09,0.97,-0.3,1.78,-1.13,5.7,4.6256303787231
0.07,0.97,-0.27,2,-0.85,8.75,4.6572022438049
0.06,0.98,-0.28,0.25,-4.68,4.73,4.6903040409088
0.08,0.98,-0.3,1.22,-6.03,5.37,4.7241444587708
0.07,0.97,-0.28,1.28,-0.62,6.81,4.7746329307556
0.06,0.98,-0.28,0.33,-1.49,4.38,4.8211364746094
0.07,0.97,-0.28,-0.26,-3.51,3.34,4.8570423126221
0.07,0.97,-0.29,0.29,4.42,5.39,4.8829870223999
0.07,0.97,-0.29,-0.05,4.66,4.67,4.9177224636078
0.08,0.98,-0.28,1.22,0.19,3.04,4.9545001983643
0.08,0.97,-0.28,0.79,1.27,3.25,5.0028941631317
0.07,0.95,-0.3,-1.76,-4.1,5.53,5.0193874835968
0.07,0.95,-0.31,1.14,-6.21,7.1,5.0554504394531
0.07,0.95,-0.28,2.83,-6.2,7.07,5.0912563800812
0.09,0.98,-0.27,-0.72,0.66,5.94,5.1041927337646
0.07,0.98,-0.29,-1.67,3.59,7.33,5.1480221748352
0.08,0.97,-0.28,1.66,1.18,4.35,5.1974289417267
0.07,0.98,-0.29,0.65,3.24,6.21,5.2477424144745
0.06,0.97,-0.29,0.1,2.96,5.7,5.2875571250916
0.07,0.98,-0.29,2.54,-0.93,7.79,5.3389892578125
0.07,0.99,-0.29,1.4,0.42,3.68,5.3843183517456
0.07,0.98,-0.29,0.7,1.48,4,5.4219868183136
0.06,0.98,-0.3,0.29,4.92,2.79,5.4729025363922
0.06,0.98,-0.3,0.59,4.08,2.63,5.5053930282593
0.07,0.95,-0.3,2.42,-1.63,5.54,5.5567245483398
0.06,0.97,-0.3,0.85,-2.2,3.6,5.5707054138184
0.06,0.98,-0.29,0.88,-2.93,3.68,5.6076500415802
0.06,0.97,-0.28,2.22,0.02,7.99,5.6421427726746
0.07,0.97,-0.29,1.64,-2.79,3.74,5.6767237186432
0.07,0.98,-0.29,2.27,-4.27,10.44,5.7094087600708
0.07,0.98,-0.28,2.35,-3.65,11.08,5.7556030750275
0.06,0.98,-0.29,1.06,-2.23,8.49,5.8070631027222
0.09,0.96,-0.28,-1.71,-3.1,7.54,5.8407716751099
0.08,0.97,-0.28,-1.61,-2.24,9.7,5.8768866062164
0.07,0.97,-0.31,-1.17,-9.54,7.99,5.9062926769257
0.07,0.98,-0.31,3.49,-17.23,13.48,5.9585258960724
0.08,0.99,-0.28,4.53,-12.47,13.56,6.0054602622986
0.07,0.98,-0.29,2.54,-1.14,6.31,6.0509476661682
0.08,0.97,-0.27,2.67,3.61,6.03,6.0841379165649
0.08,0.96,-0.3,0.82,6.8,4.15,6.1333847045898
0.06,0.97,-0.31,2.64,0.28,8.35,6.167004108429
0.08,0.97,-0.32,0.12,-6.41,8.57,6.2054765224457
0.07,0.97,-0.3,3.96,-4.82,10.86,6.2427678108215
0.07,0.98,-0.27,3.4,-2.75,6.32,6.2727189064026
0.09,0.97,-0.29,2.33,-2.97,9.66,6.301641702652
0.07,0.98,-0.29,0.82,0.08,9.79,6.3371069431305
0.06,0.99,-0.28,-0.23,-0.36,9.33,6.3668727874756
0.09,0.97,-0.31,-2.39,1.03,6.66,6.3951621055603
0.06,0.98,-0.3,7.25,-6.67,11.15,6.4217233657837
0.08,1,-0.28,4.8,-5.49,7.63,6.4489057064056
0.1,0.95,-0.29,-1.93,0.51,5.57,6.4941923618317
0.08,0.95,-0.31,-0.77,0.09,8.03,6.5451827049255
0.07,0.97,-0.29,1.67,-3.74,10.89,6.5860707759857
0.09,0.96,-0.3,-0.92,0.19,5.82,6.6088573932648
0.08,0.96,-0.31,-0.1,0.28,7.02,6.6595778465271
0.08,0.97,-0.3,0.25,1.33,4.72,6.7026355266571
0.07,0.97,-0.29,1.22,1.21,6.83,6.7451729774475
0.06,0.98,-0.3,1.31,-3.1,7.02,6.8018307685852
0.08,0.95,-0.32,2,-1.26,10.41,6.8496997356415
0.08,0.96,-0.3,2.56,-1.54,11.45,6.8806188106537
0.07,0.97,-0.29,-1.04,4.2,6.08,6.9215424060822
0.08,0.97,-0.28,-0.57,4.87,5.47,6.9671084880829
0.08,0.98,-0.3,-2.55,-2.32,6.08,6.9884362220764
0.09,0.97,-0.32,-3.96,-3.02,5.27,7.0306029319763
0.09,0.97,-0.32,-3.73,-5.66,8.75,7.068647146225
0.07,0.98,-0.3,0.73,-12.09,7.25,7.1206893920898
0.1,0.97,-0.29,0.22,2.43,5.31,7.1336612701416
0.06,0.97,-0.29,1.61,0.84,7.05,7.1741945743561
0.07,0.97,-0.29,2.93,-0.38,6.24,7.2015137672424
0.08,0.98,-0.29,2.51,0.48,5.68,7.2172946929932
0.08,0.96,-0.3,-0.52,4.28,5.28,7.2509667873383
0.07,0.97,-0.29,0.88,-0.01,6.26,7.2903153896332
0.08,0.98,-0.29,-0.74,0.03,4.79,7.3171734809875
0.08,0.98,-0.3,-1.18,0.92,4.53,7.3509426116943
0.07,0.97,-0.3,-1.32,-6.42,8.41,7.4033710956573
0.08,0.97,-0.3,-0.65,-7.54,6.26,7.4392659664154
0.09,0.98,-0.3,-3.35,-2.78,7.44,7.4651958942413
0.09,0.97,-0.3,-2.72,-0.47,7.01,7.4821493625641
0.08,0.96,-0.3,-1.01,3.16,8.35,7.5179679393768
0.1,0.97,-0.3,-1.61,-0.88,6.21,7.5429017543793
0.09,0.96,-0.3,-0.48,1.36,7.71,7.5707228183746
0.09,0.97,-0.28,-0.19,3.24,8.46,7.5966546535492
0.09,0.97,-0.3,-0.54,-6.79,7.74,7.6105887889862
0.09,0.97,-0.29,0.39,-5.23,9.04,7.6476726531982
0.08,0.97,-0.27,-2.8,-0.56,7.12,7.6664884090424
0.08,0.98,-0.28,-3.21,-2.44,6.63,7.7015082836151
0.09,0.97,-0.29,-2.89,-5.95,8.29,7.7274386882782
0.09,0.96,-0.29,-1.67,-5.75,8.6,7.7542767524719
0.08,0.98,-0.27,-1,-3.52,5.88,7.7811143398285
0.1,0.97,-0.28,-1.58,-1.42,6.4,7.8327476978302
0.08,0.96,-0.28,-0.28,3.59,6.81,7.8841559886932
0.08,0.97,-0.29,-1.85,0.72,6.02,7.9314086437225
0.08,0.97,-0.29,0.68,2.11,7.95,7.9666752815247
0.07,0.98,-0.27,0.62,1.64,8.4,8.0315115451813
0.09,0.97,-0.28,1.19,2.23,6.7,8.073682308197
0.09,0.98,-0.26,2,3.64,7.41,8.1147339344025
0.07,0.98,-0.26,-1.01,2.74,6.15,8.1703414916992
0.07,0.96,-0.27,-4.33,0.75,2.69,8.2012865543365
0.09,0.98,-0.26,1.43,0.31,6.34,8.2330377101898
0.09,0.98,-0.27,1.17,0.64,5.83,8.2830991744995
0.09,0.97,-0.29,-0.31,11,3.18,8.3319938182831
0.08,0.97,-0.28,-1.39,8.35,2.92,8.3748922348022
0.07,0.98,-0.29,2.45,-3.77,9.44,8.422590970993
0.09,0.98,-0.27,1.61,-2.76,7.53,8.4799299240112
0.08,0.98,-0.26,0.06,-0.29,6.2,8.5291821956635
0.08,0.97,-0.28,0.53,2.45,6.5,8.5668199062347
0.08,0.98,-0.29,-1.82,-0.7,5.07,8.6165199279785
0.08,0.96,-0.28,-1.04,-4.7,7.57,8.6736388206482
0.08,0.96,-0.28,-0.08,-8.38,9.68,8.6985678672791
0.09,0.99,-0.27,0,-2.81,7.31,8.7312858104706
0.09,0.98,-0.26,-0.42,-1.31,6.09,8.7750246524811
0.08,0.97,-0.27,0.76,-1.57,6.14,8.8137068748474
0.09,0.98,-0.27,0.85,-0.52,4.43,8.8671035766602
0.08,0.97,-0.28,0.91,-1.75,7.42,8.8862519264221
0.08,0.97,-0.28,0.79,-1.45,5.89,8.9300603866577
0.09,0.98,-0.27,3.67,-1.63,6.73,8.9759736061096
0.09,0.99,-0.27,2.35,0.81,6.38,9.0163087844849
